sample	LA_RV_395_6024a_S62	LA_RV_389_6006a_S56	LA_RV_382_5978a_S49	LA_RV_372_5944a_S39	LA_RV_352_5899a_S19	293_5828a	289_5851a	228_5756a	227_5749a	225_5747a	222_5735a	220_5717a	207_5670a	203_5662a	199_5632a	197_5625a	188_5571a	186_5559a	180_5521a	178_5685a	160_5453a	115_5235a	113_5241a	088_5114a	083_5091a	065_5037a	054_4976a	046_4949a	029_4870a
GGB9583_SGB15004|t__SGB15004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9590_SGB15012|t__SGB15012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00471	0.0	0.0
GGB9595_SGB15019|t__SGB15019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9597_SGB15022|t__SGB15022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9602_SGB15031|t__SGB15031	0.0	0.0	0.01203	0.0	0.0	0.0	0.0	0.0	0.0	1.85043	0.0	0.0	0.22861	0.0	0.0	0.11573	0.07362	1.53317	0.28611	0.17321	0.0	0.0	0.0	0.0	0.0	0.0	0.06377	0.0	0.0
GGB9608_SGB15041|t__SGB15041	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35843	0.10678	0.0	0.0	0.0	0.23282	0.1782	0.0	0.27294	0.0	0.0	0.0	0.0	0.0	0.0	0.20524	0.0	0.0
GGB9608_SGB15042|t__SGB15042_group	0.0	0.0	0.16349	0.0	0.0	0.00714	0.0	0.0	0.0	0.1615	0.0	0.0	0.0	0.0	0.0	0.03867	0.0	0.0	0.01446	0.0	0.0	0.0	0.0	0.11984	0.0	0.0	0.0	0.0	0.0
GGB9610_SGB15045|t__SGB15045	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.00813	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9614_SGB15049|t__SGB15049	0.0	0.0	0.00222	0.02652	0.0	0.00503	0.21123	0.0	0.0	0.0	0.0	0.21655	0.01319	0.0	0.0	0.0	0.0	0.02164	0.0	0.01728	0.0	0.07465	0.0	0.00062	0.0	0.0	0.02477	0.04106	0.13717
GGB9615_SGB15051|t__SGB15051	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.01506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00872	0.0	0.03568	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.00389	0.0
GGB9615_SGB15052|t__SGB15052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9615_SGB15053|t__SGB15053_group	0.0	0.03678	0.54621	0.03686	0.0	0.0	0.0	0.0	0.48341	0.68703	0.0	0.0	0.19237	0.0	0.0	0.06122	0.10251	0.35355	0.0	0.22255	0.0	0.0	0.0	0.15767	0.0	0.0	0.22817	0.0	0.0
GGB9618_SGB15064|t__SGB15064	0.0	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9618_SGB15065|t__SGB15065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9619_SGB15067|t__SGB15067	0.01501	0.00481	0.00666	0.00023	0.01906	0.00027	0.0604	0.02339	0.01453	0.01034	0.0	0.00762	0.00733	0.00961	0.01548	0.0	0.0	0.02596	0.00094	0.0	0.0	0.0	0.0	0.0	0.07884	0.01254	0.00293	0.0038	0.00015
GGB9620_SGB15068|t__SGB15068	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03339	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.00297	0.01116	0.0	0.0	0.0	0.0	0.0	0.0
GGB9621_SGB15072|t__SGB15072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9621_SGB15073|t__SGB15073	0.03588	0.0	0.00234	0.0	0.0	0.006	0.0	0.0	0.00262	0.0	0.0	0.12659	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.01056	0.0	0.00577	0.0	0.03013	0.17039	0.03721	0.00316	0.0	0.0
GGB9622_SGB15074|t__SGB15074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9623_SGB15075|t__SGB15075	0.0	0.0	0.00348	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042	0.0	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.0	0.0
GGB9623_SGB15076|t__SGB15076	0.13037	0.03802	0.00296	0.0	0.01751	0.0	0.00166	0.13668	0.00371	0.0	0.0	0.0	0.0	0.0	0.01099	0.0	0.0	0.0	0.01524	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0
GGB9627_SGB15081|t__SGB15081	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.10103	0.14721	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.02757	0.02859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01364	0.0	0.0
GGB9631_SGB15085|t__SGB15085	0.0	0.0	0.01037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04299	0.0	0.0	0.01376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9631_SGB15086|t__SGB15086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9631_SGB15087|t__SGB15087	0.0	0.0	0.20741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9632_SGB15089|t__SGB15089	0.00974	2.33146	0.03929	0.01898	0.0	0.04007	0.44517	0.00033	0.30043	0.01962	0.0	0.15671	0.00733	0.0	0.0	0.11423	0.0	0.0904	0.0	0.0256	0.0	2.70639	0.47433	0.97031	0.06816	0.0	0.10479	0.08656	0.0
GGB9633_SGB15090|t__SGB15090	1.22319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9633_SGB15091|t__SGB15091	0.0	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	2.41428	0.0	1.08417	2.11816	0.0	0.0	0.36147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05113	0.0	0.0
GGB9634_SGB15093|t__SGB15093	0.0	0.0	0.41702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01133	0.0	0.0
GGB9634_SGB15097|t__SGB15097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9634_SGB15099|t__SGB15099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9635_SGB15100|t__SGB15100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9635_SGB15101|t__SGB15101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9635_SGB15103|t__SGB15103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9635_SGB15106|t__SGB15106	0.0	0.0	0.07546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27131	0.6324	0.0	6.72852	3.31093	0.0	0.0	0.0	0.0	0.0	0.0	0.38048	0.0	0.0
GGB9636_SGB15107|t__SGB15107	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.60445	0.0	0.0	0.0	0.0	0.0	0.09682	0.0	1.21446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9637_SGB15111|t__SGB15111	0.0	0.0	0.01214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0117	0.0	0.02259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9640_SGB15115|t__SGB15115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02102	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.01749	0.0	0.01482	0.0	0.0	0.0	0.0	0.0	0.0	0.01831	0.0	0.0
GGB9642_SGB15119|t__SGB15119	0.0	0.0	0.22052	0.0	0.0	0.0	0.0	0.0	0.0	0.21385	0.0	0.0	0.0	0.0	0.0	0.26161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14833	0.0	0.0
GGB9644_SGB15121|t__SGB15121	0.0	0.0	0.0	0.0	0.03784	0.16151	0.17947	0.20543	0.0	0.0	0.11683	0.2539	0.13139	0.0	0.07724	0.0	0.0	0.13429	2.37164	0.0	0.0	0.29194	0.0	0.09977	0.0	0.0	0.0	0.0	0.0
GGB9646_SGB15123|t__SGB15123	0.00134	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.02043	0.0	0.0	0.0	0.0	0.0	0.0	0.00373	0.00028	0.0	0.00195	0.0	0.0	0.00064	0.0	0.0	0.0	0.00047	0.0	0.0
GGB9667_SGB15164|t__SGB15164	0.0	0.02779	0.01301	0.0	0.0	0.0	0.0	0.04229	0.02628	0.07987	0.0	0.0	0.00338	0.0	0.0	0.01602	0.10378	0.0	0.00709	0.02894	0.0	0.16549	0.0	0.0	0.0	0.0	0.00104	0.00179	0.0
GGB9677_SGB15179|t__SGB15179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9677_SGB15180|t__SGB15180	0.0	0.00256	0.00557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09805	0.30776	0.0	0.0	1.55105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9687_SGB15191|t__SGB15191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9691_SGB15198|t__SGB15198	0.16598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9694_SGB15201|t__SGB15201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01068	0.0	0.0	0.00534	0.0	0.0	0.0	0.00238	0.0	0.00737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9694_SGB15203|t__SGB15203	0.02695	0.0	0.00263	0.0	0.0	0.0	0.0	0.04575	0.0	0.01478	0.0	0.0	0.0	0.0	0.0	0.0	0.13756	0.00227	0.27959	0.00451	0.0	0.0	0.0	0.45192	0.0	0.0	0.03947	0.0	0.0
GGB9694_SGB15204|t__SGB15204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.11517	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9694_SGB15207|t__SGB15207	0.0	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9695_SGB15209|t__SGB15209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9695_SGB15210|t__SGB15210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05004	0.0	0.07971	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9695_SGB15211|t__SGB15211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73312	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9697_SGB15213|t__SGB15213	0.0	0.03394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02673	0.0	0.0
GGB9699_SGB15216|t__SGB15216	0.32178	0.55802	0.11286	0.0	0.13476	0.18672	0.02871	0.0	0.14986	0.51469	0.0	0.05511	0.18144	0.0	0.0	0.24787	0.15508	0.20668	0.1653	0.15715	0.0	0.0	0.35479	0.0	0.0	0.0	0.03433	0.0	0.0
GGB9705_SGB15224|t__SGB15224	0.0	0.0	0.16485	0.0	0.0	0.0	0.0	0.0	0.0	0.19386	0.0	0.0	0.0	0.0	0.0	0.10296	0.06789	0.0	0.0	0.04451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9705_SGB15225|t__SGB15225	0.02836	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.00731	0.0	0.0	0.16679	0.0	0.0	0.01468	0.04638	0.0	0.0	0.0506	0.0	0.0	0.0	0.0	0.0	0.0	0.04402	0.0	0.0
GGB9707_SGB15229|t__SGB15229	0.0	0.0	0.09726	0.0	0.0	0.0	0.0	0.0	0.0576	0.01337	0.0	0.0	0.01679	0.0	0.0	0.03813	0.00556	0.0	0.0	0.02791	0.0	0.0	0.0	0.42787	0.0	0.0	0.02078	0.0	0.0
GGB9709_SGB15238|t__SGB15238	5e-05	0.0	0.04343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08225	0.0	0.0	0.23026	0.2848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01354	0.0	0.0
GGB9710_SGB15239|t__SGB15239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9712_SGB15244|t__SGB15244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05208	0.0	0.0	0.03524	0.0	0.0	0.12231	0.62849	0.06903	0.03516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9730_SGB15290|t__SGB15290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04676	0.0	0.0	0.0
GGB9730_SGB15291|t__SGB15291	0.0	0.0	0.08817	0.01727	0.0	0.0	0.1557	0.0	0.03794	0.07892	0.97787	0.0	0.07855	0.0	0.0	0.00014	0.0	0.27143	0.12271	0.31334	0.0	0.18862	0.12545	0.0	0.0	0.0208	0.05748	0.0	0.20328
GGB9739_SGB15313|t__SGB15313	0.0	0.0	0.0	0.0	0.0	0.05124	0.0	0.0	0.0	0.0	0.19101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmiger_SGB15295|t__SGB15295_group	0.0	1.55688	0.11867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7846	0.0	0.0	0.0	0.0	0.0	0.34029	0.0	0.02618	0.00238	0.0	0.0	0.0	0.0	0.0	0.13113	0.0	0.0	0.0
Gemmiger_SGB15299|t__SGB15299	0.15222	0.0	0.03803	0.01584	0.0	0.0	0.21996	0.0	0.076	0.00204	0.0	0.0	0.0	0.70066	0.0	0.0	0.0	0.12867	0.0	0.03207	0.26616	0.52145	0.38207	0.0	2.60359	0.03894	0.01877	0.0	0.04203
Gemmiger_formicilis|t__SGB15300	2.96948	0.0	0.798	0.67847	0.0	0.24232	0.91738	0.85104	1.67235	2.54927	0.0	0.49648	0.70482	0.13817	2.44557	0.33143	0.0	0.91049	0.4639	1.04322	0.0	0.0	1.53168	1.35201	0.00688	1.21179	0.68185	0.6028	2.01338
Gemmiger_sp_An50|t__SGB15282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Harryflintia_acetispora|t__SGB14838	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00733	0.0	0.0	0.00162	0.0	0.0	0.0	0.00156	0.00142	0.0	0.00444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogeniiclostidium_mannosilyticum|t__SGB14890	0.01176	0.0	0.0	0.0	0.0	0.0	0.0	0.02016	0.0	0.0	0.00705	0.0	0.0	0.0	0.00239	0.0	0.00098	0.0	0.0	0.00258	0.0	0.0234	0.0	0.00477	0.0009	0.0	0.00142	0.0	0.0
Massilimaliae_massiliensis|t__SGB29347	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.01183	0.00043	0.0	0.00464	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilimaliae_timonensis|t__SGB7253	0.0	0.0	0.0	0.0	0.00944	0.00258	0.00201	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.00445	9e-05	0.00324	0.00027	0.0	0.01041	0.00412	0.0	0.03254	0.0	0.0	0.0	0.0
Negativibacillus_massiliensis|t__SGB14912	0.03539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10952	0.0	0.0	0.03229	0.0	0.0	0.0	0.0	0.02417	0.0	0.0	0.0	0.0	0.0	0.02342	0.0	0.00057	0.0	0.0
Neglecta_timonensis|t__SGB14851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neobittarella_massiliensis|t__SGB7264	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.00442	0.00606	0.0	0.0	0.0	0.0	0.00035	7e-05
Phocea_massiliensis|t__SGB14837	0.0	0.0	0.0	0.0	0.0	0.00722	0.07429	0.0	0.0	0.00646	0.00589	0.0	0.00375	0.0	0.0	0.0	0.0	0.00686	0.0	0.00089	0.0	0.01469	0.01875	0.0	0.00936	0.0	0.0	0.0	0.0
Pseudoflavonifractor_SGB15156|t__SGB15156_group	0.00345	0.0	0.002	0.0	0.0	0.0	0.0	0.17541	0.01007	0.0	0.0	0.36124	0.0	0.0	0.0	0.0	0.0	0.0	0.02449	0.0	0.0	0.0	0.0	0.00346	0.13156	0.0	0.0	0.0	0.0
Pseudoflavonifractor_capillosus|t__SGB15140	0.00645	0.0	0.00198	0.0	0.00079	0.00694	0.00433	0.01912	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.00797	0.0	0.02572	0.00555	0.0	0.0	0.0	0.0
Pseudoflavonifractor_sp_AF19_9AC|t__SGB23477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoflavonifractor_sp_Marseille_P3106|t__SGB15142	0.01564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoruminococcus_massiliensis|t__SGB4280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.64077	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_leptum|t__SGB14853	0.14846	0.04012	0.01126	0.0	0.00842	0.01226	0.01056	0.14862	0.0311	0.00474	0.0	0.08625	0.00638	0.0	0.01874	0.01941	0.03281	0.07203	0.06325	0.00835	0.69302	0.15206	0.15846	0.02436	0.00662	0.0	0.00108	0.0	0.00355
Clostridium_methylpentosum|t__SGB14962	2e-05	0.0	0.0	0.0	0.00136	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_siraeum|t__SGB4198_group	0.0	0.0	0.17986	0.0	0.00357	0.5343	0.0301	0.02831	0.0129	1.1641	0.0	0.06975	0.0	0.03615	0.0	0.0	0.03628	0.07398	0.00203	0.0419	0.0	0.0	1.48686	0.0	0.0	0.0	0.08095	0.0	0.0
Ruminococcaceae_bacterium_AM07_15|t__SGB14974	0.0	0.0	0.0	0.0	0.0	0.03608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00495	0.0	0.0	0.0	0.0694	0.0	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.08943	0.0	0.0
Ruminococcaceae_bacterium_D5|t__SGB14960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30869	0.0	0.00504	0.03037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium_UBA1375|t__SGB14840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14177	0.00032	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.00626	0.0	0.0	0.00555	0.0	0.0	0.0	0.1316	0.01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14834	0.17495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16835	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14899	0.04066	0.00349	0.03191	0.0	0.0	0.05383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08979	0.0	0.08236	0.0	0.02298	0.0	0.05983	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14906	0.0032	0.0	0.05472	0.0	0.00643	0.0	0.0	0.25118	0.23528	0.39113	0.0	0.111	0.0123	0.0	0.03382	0.0	0.03013	0.0	0.00114	0.0	0.0	0.0	0.0	0.04359	0.0	0.0	0.08382	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15249	0.13097	1.24636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11383	0.0	0.0	0.26607	0.0	0.0	0.29745	0.05797	0.2142	0.02256	0.43285	0.0	0.0	0.0	0.0	0.0	0.0	0.29186	0.0	0.0
