sample	007_4640a	008_4655a	010_4671a	026_4858a	032_4883a	043_4947a	051_4967a	056_4978a	085_5110a	093_5162a	100_5150a	128_5318a	149_5373a	150_5340a	161_5469a	179_5504a	185_5554a	195_5610a	198_5605a	213_5692a	216_5714a	218_5723a	223_5732a	229_5764a	234_5779a	284_5789a	285_5792a	291_5865a	LA_RV_355_5908a_S22	LA_RV_373_5965a_S40
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.000569922	0.000576831	0.00144086	0.00174418	0.00245402	0.00149692	0.000902352	0.00193588	0.00169842	0.00130448	0.00128113	0.000764802	0.00231086	0.00117848	0.00179459	4.81739e-05	0.0006943	0.0011273	0.000810731	0.00129152	0.00116326	0.000898723	0.00182619	0.00063494	0.00322828	0.00176106	0.00166078	0.00115873	0.000873386	0.0023219
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0.000160882	0.0	5.25371e-05	0.0	0.0	0.00011267	0.0	0.000145018	0.000121988	0.000113023	0.0	0.00010362	2.41714e-05	0.0	0.00011035	0.000205229	0.000236382	0.0	0.0	0.0	0.0	9.25445e-05	0.0	0.000449287	4.79012e-05	0.0	0.0	0.000121133	5.74589e-05	3.62634e-05
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0.00175608	0.0	0.0	3.3583e-05	0.0	2.16284e-05	0.0	0.000325797	0.0	0.00035767	0.0	0.0	5.78221e-05	1.96867e-05	0.0	0.000520897	0.000381599	0.0	0.0	0.0	0.0	0.0	0.000119814	0.000448132	1.21534e-05	0.0	0.0	0.0	0.0	0.0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	4.46998e-06	3.27589e-05	4.07454e-05	3.12476e-05	2.98231e-05	0.0	0.0	0.0	0.0	0.000630795	0.0	0.0	0.000140426	2.20558e-05	0.0	0.000129673	0.0	0.0	0.000101362	0.0	0.0	0.0	0.000278174	0.000871438	5.19952e-05	2.87414e-05	2.87115e-05	0.0	0.0	3.19724e-05
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0.000222226	0.0	8.34706e-05	0.0	0.0	0.000174863	0.0	0.000212973	0.00018885	0.000174228	0.0	0.000155238	3.90234e-05	0.0	0.000172682	8.64442e-05	0.000316725	0.0	0.0	0.0	0.0	0.000141291	0.0	0.000506216	7.64971e-05	0.0	0.0	0.000184768	8.96831e-05	5.81897e-05
PWY-7391: isoprene biosynthesis II (engineered)	5.57227e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53741e-05	5.20298e-05	0.0	0.0	1.10156e-05	0.0	0.0	7.28909e-05	0.0	0.0	0.0	0.0	8.93498e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.60853e-05	0.0
PWY-7392: taxadiene biosynthesis (engineered)	0.000111377	4.56852e-05	0.000143106	0.0	0.000195657	0.000128829	0.000100218	9.64968e-05	0.000103591	0.000204577	6.31155e-05	1.24728e-05	0.000175121	0.0	0.000120574	1.39409e-05	0.000170577	0.000180794	5.88799e-06	0.000146191	4.3768e-05	7.52298e-05	0.000121402	4.04335e-05	0.000242997	0.0	0.000116294	0.000194481	0.000117969	0.000268699
PWY-7396: butanol and isobutanol biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000111276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7399: methylphosphonate degradation II	4.7063e-05	0.0	1.12243e-05	1.41493e-05	2.72295e-05	2.73365e-05	6.46756e-06	1.62088e-05	0.0	0.0	0.0	0.0	2.11567e-05	0.0	0.0	0.0	0.000171756	1.22492e-05	0.0	0.0	0.0	2.61401e-05	0.0	0.0	0.0	1.65809e-05	2.96461e-05	0.0	0.0	0.0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.00515065	0.00750879	0.00704144	0.00727035	0.0072347	0.00730256	0.00713352	0.00391849	0.00778128	0.00627329	0.00669683	0.00620266	0.00628557	0.0068442	0.00723121	0.00675073	0.00526817	0.00677675	0.0068164	0.00693014	0.0074126	0.00708085	0.00637648	0.00606146	0.00701499	0.00738708	0.00739905	0.00622068	0.00526849	0.00666359
PWY-7401: crotonate fermentation (to acetate and cyclohexane carboxylate)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	2.50453e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.37667e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54413e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7411: phosphatidate biosynthesis (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis	0.0	0.0	1.93362e-05	0.0	5.55022e-05	0.000122812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61423e-06	9.35692e-05	0.0	0.0	0.0	0.0	1.55728e-05	0.0	0.0	0.0	0.0	1.16346e-05	0.0	0.0	0.0	0.0	0.0
PWY-7420: monoacylglycerol metabolism (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7431: aromatic biogenic amine degradation (bacteria)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84829e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	0.0	8.8612e-06	5.30486e-06	8.48178e-06	4.84723e-06	8.17044e-05	7.82644e-05	2.75973e-05	9.85048e-06	0.0	1.81587e-05	9.54403e-06	0.0	2.38801e-05	1.14295e-05	1.6919e-05	3.21629e-06	0.0	6.95088e-06	0.0	0.0	4.12708e-06	3.27088e-05	0.000511882	5.94051e-06	1.619e-05	1.80625e-05	8.39884e-06	7.57053e-06	9.51844e-06
PWY-7446: sulfoquinovose degradation I	0.0002866	0.0	0.0	0.0	0.0	0.0	0.0	7.48966e-05	0.0	5.19901e-05	0.0	0.0	0.0	0.0	0.0	4.97035e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9489e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7456: &beta;-(1,4)-mannan degradation	0.000573419	0.00355767	0.00314721	0.00240819	0.00245737	0.00322037	0.00413334	0.00604477	0.00306044	0.00271553	0.00303027	0.00354125	0.00247516	0.00440643	0.0022001	0.00650601	0.00272829	0.00420152	0.00317411	0.00388407	0.00330348	0.00367041	0.00291515	0.00479096	0.00421183	0.00337172	0.00329161	0.00570972	0.00577745	0.00345645
PWY-7511: protein ubiquitination	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7560: methylerythritol phosphate pathway II	0.00442359	0.00827771	0.00793103	0.00821178	0.00786818	0.0068725	0.00820574	0.00287005	0.00795583	0.00742791	0.00732661	0.00861816	0.00621606	0.00773835	0.00688202	0.00629926	0.00516474	0.0068606	0.00633104	0.00752364	0.00790648	0.00819449	0.00621556	0.00730339	0.00578395	0.00697642	0.00702476	0.00740714	0.00702345	0.0064947
PWY-7562: 3,6-anhydro-&alpha;-L-galactopyranose degradation	0.0	0.0	0.000995123	0.000391388	0.0	0.000340661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000220368	0.0	0.0	0.0	0.0
PWY-7606: docosahexaenoate biosynthesis III (6-desaturase, mammals)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7616: methanol oxidation to carbon dioxide	5.42296e-06	4.97916e-05	7.37978e-06	1.31936e-05	2.17921e-05	6.5974e-06	3.35833e-05	0.0	5.36656e-05	2.73508e-05	1.17736e-05	0.0	2.982e-05	3.77776e-05	8.60117e-06	1.65331e-05	1.22766e-05	1.65327e-05	0.0	1.16319e-05	0.0	1.43597e-05	0.0	1.91937e-05	3.47288e-05	0.0	3.36745e-05	1.59204e-05	1.2022e-05	1.07706e-05
PWY-7619: juniperonate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663: gondoate biosynthesis (anaerobic)	0.0070627	0.00178239	0.00240873	0.00203851	0.0025438	0.00309263	0.00259408	0.00199427	0.00138236	0.00227841	0.0015823	0.00258012	0.00164884	0.00152473	0.00287397	0.0016127	0.00593699	0.00153253	0.00221985	0.00202999	0.00240607	0.00180083	0.00202519	0.00196259	0.00210181	0.00177031	0.00183773	0.00237067	0.00455016	0.00211224
PWY-7664: oleate biosynthesis IV (anaerobic)	0.00402897	0.000702139	0.000757574	0.000890839	0.000896301	0.00113428	0.000881343	0.00119988	0.000741171	0.00217482	0.0011154	0.000476245	0.00154783	0.000262486	0.00115046	0.00119138	0.00280045	0.000484304	0.000854521	0.000420091	0.000778998	0.00110193	0.0012039	0.00192896	0.00168552	0.00134475	0.00132649	0.000457759	0.00259579	0.000762033
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	9.79237e-05	0.000360992	0.00119759	0.000351194	0.000420691	0.000354642	0.000959695	0.00262509	0.000645827	0.00044399	0.000331855	0.00209675	0.000318203	0.000405396	0.00109236	1.9381e-05	2.77865e-05	0.000623533	0.000162767	0.00134111	0.000453614	6.28905e-05	0.00031707	0.000816442	0.00103242	0.00103358	0.00098626	0.00202991	0.000567709	0.0016131
PWY-7723: bacterial bioluminescence	0.0	0.0	0.0	0.0	2.01659e-05	2.56384e-05	0.0	5.62673e-05	0.0	2.83664e-05	0.0	0.0	3.70511e-05	7.17447e-06	0.0	2.01898e-05	1.75822e-05	0.0	0.0	0.0	0.0	0.0	2.31013e-05	0.0	2.30156e-05	0.0	0.0	0.0	0.0	0.0
PWY-7724: icosapentaenoate biosynthesis III (8-desaturase, mammals)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7725: arachidonate biosynthesis V (8-detaturase, mammals)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7726: (4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7731: superpathway of photosynthetic hydrogen production	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42208e-05	0.0
PWY-7754: bile acid 7&alpha;-dehydroxylation	7.17715e-06	0.0	0.0	0.0	3.14167e-05	0.0	0.0	2.18816e-05	0.0	0.0	0.0	0.0	1.30554e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08566e-05	0.0	0.0	0.0	0.0	0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.00215818	0.00104504	0.00116208	0.00114544	0.00149947	0.00193053	0.0020891	0.000854049	0.0023434	0.00148912	0.0024542	0.00220313	0.00138683	0.00219884	0.00169725	0.0025305	0.00159363	0.000624433	0.000786072	0.00176785	0.00158024	0.00102367	0.00165257	0.00238192	0.00210097	0.00165594	0.00154445	0.00163246	0.00284934	0.00226931
PWY-7782: plasmalogen biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7783: plasmalogen degradation	1.18478e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0782e-05	0.0	6.99534e-06	0.0	4.85805e-05	0.0	6.56442e-06	0.0	0.0	0.0	0.0	0.0	7.39175e-06	2.95462e-06	0.0	0.0	0.0	0.0
PWY-7784: reductive acetyl coenzyme A pathway II (autotrophic methanogens)	0.0	0.0	3.30428e-05	0.0	0.0	7.12086e-05	0.0	0.0	0.000210062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.66235e-05
PWY-7790: UMP biosynthesis II	0.00508199	0.00952621	0.00951017	0.00979315	0.00985345	0.00906549	0.00957019	0.00661939	0.0110085	0.00931708	0.0107935	0.011482	0.00987862	0.0114328	0.00971289	0.00877623	0.00616625	0.00865702	0.00824109	0.0105167	0.0096763	0.00950769	0.00929645	0.0075276	0.00972814	0.00992016	0.00977497	0.00859973	0.00916828	0.0100049
PWY-7791: UMP biosynthesis III	0.00508199	0.00952621	0.00951017	0.00979315	0.00985345	0.00906549	0.0103721	0.00927335	0.0110085	0.00931708	0.0107935	0.011482	0.00987862	0.0116319	0.00971289	0.00922636	0.00616625	0.0095868	0.00824109	0.0105167	0.0096763	0.00950769	0.00929645	0.00962247	0.00972814	0.00992016	0.00977497	0.00924602	0.0111119	0.0100049
PWY-7800: Ac/N-end rule pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7805: (aminomethyl)phosphonate degradation	0.00125129	0.0	0.0	3.86725e-05	1.97498e-05	0.0	0.0	0.000130421	0.0	0.000207547	0.0	0.0	5.62272e-05	0.0	0.0	5.05938e-05	0.000496956	0.0	0.0	0.0	0.0	0.0	8.90265e-05	0.000277161	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7807: glyphosate degradation III	0.0013363	0.0	1.57548e-05	3.90424e-05	3.36646e-05	0.0	0.0	0.000151236	0.0	0.000242116	0.0	0.0	7.82773e-05	3.79937e-06	0.00012509	5.01627e-05	0.000500398	2.88684e-05	0.0	0.0	3.45408e-05	0.0	9.49172e-05	0.000287137	1.66946e-05	1.63808e-05	1.4033e-05	0.0	0.0	4.81421e-05
PWY-7819: poly(3-O-&beta;-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24725e-05	0.0	0.0	0.0	0.0	2.4819e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05408e-05	0.0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0.00013611	0.000358668	0.000661987	0.000273187	0.0005764	0.000696597	0.000425476	0.000294185	0.000740063	0.000341644	0.00037726	0.000757669	0.000433986	0.000834468	0.000644239	0.000111064	0.000267221	0.000276182	0.000387043	0.00104094	0.00061023	0.000192974	0.000418353	0.000340427	0.000758231	0.000423257	0.000412757	0.000543762	0.00114927	0.000715782
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.00318642	0.00826485	0.00798525	0.00780545	0.00763144	0.00736042	0.00921636	0.00807668	0.00738568	0.00716449	0.00720723	0.00799322	0.00647478	0.00973772	0.00767382	0.0100791	0.00557919	0.00835945	0.0079148	0.00848321	0.00782482	0.00819613	0.00773728	0.00858585	0.0067762	0.00700306	0.00696043	0.00878872	0.00948069	0.00710928
PWY-7853: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus)	0.0	0.0	1.04549e-05	0.0	0.0	0.0	0.0	0.0	1.55966e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.00231493	1.31526e-05	0.000184178	8.52882e-05	2.13407e-05	0.000159171	3.47282e-05	0.000302311	4.0023e-05	0.00031362	0.00083445	7.8037e-05	4.3459e-05	2.70406e-05	0.0	0.000267978	0.00126021	0.0	0.000200303	3.77283e-05	9.2804e-05	0.0003391	0.000137125	0.000615201	0.000176602	2.36433e-05	6.32717e-05	7.68991e-05	0.00022533	0.0
PWY-7873: D-erythronate degradation II	9.96056e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12299e-05	0.0	0.0	1.02695e-05	0.0	0.0	9.61759e-06	0.000102727	0.0	0.0	0.0	0.0	0.0	2.73713e-05	1.96754e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7874: L-threonate degradation	0.000281209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12299e-05	0.0	0.0	1.02695e-05	0.0	0.0	2.7646e-05	0.000102727	0.0	0.0	0.0	0.0	0.0	2.73713e-05	2.35971e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7883: anhydromuropeptides recycling II	0.000742173	0.000205327	0.000177928	3.55122e-05	0.0	8.14887e-05	0.0	4.32691e-05	0.0	0.000202106	0.0	3.49656e-05	0.000136399	0.0	7.42175e-05	0.000246039	0.000486236	0.0	0.000100046	0.0	0.000295771	0.000189736	0.000154035	0.000335799	0.000116479	0.000183944	0.000202596	0.000118608	2.422e-05	0.000207998
PWY-7919: protein N-glycosylation processing phase (plants and animals)	0.0	0.0	0.0	7.81327e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7942: 5-oxo-L-proline metabolism	0.00053285	0.0	7.68607e-05	0.000183704	8.59737e-05	0.000258769	0.000183431	0.000154173	9.40475e-05	0.000747945	0.0	1.19149e-05	0.0010721	1.99521e-05	8.78739e-05	0.000328339	0.000958634	0.0	3.5634e-05	6.36791e-05	8.42208e-05	3.05227e-05	0.000257955	0.000462542	0.00121956	0.00016118	0.000143546	0.0	0.0	0.000106142
PWY-7948: 4-oxopentanoate degradation	0.000184482	0.000134778	0.000290184	0.000317318	0.000152362	0.000331226	0.000681987	0.00108154	0.000193748	0.000485121	0.000111212	9.09484e-05	0.000166648	4.08426e-05	0.000138388	0.000840527	0.00241882	0.000209295	0.000303582	0.000108411	5.44719e-05	7.02961e-05	0.000929636	0.00100932	0.000114041	4.41533e-05	6.23436e-05	0.00013636	0.000207747	0.000207533
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.00531497	0.00907214	0.00943931	0.00855512	0.00944853	0.00991585	0.0111223	0.00899295	0.0117402	0.00905227	0.00970127	0.0119659	0.00999686	0.0124294	0.0092147	0.0101268	0.00669749	0.00999168	0.00856171	0.0100812	0.00972717	0.00833576	0.00853819	0.00999809	0.00985768	0.00964378	0.00966976	0.0102482	0.0122876	0.00995544
PWY-7977: L-methionine biosynthesis IV	0.00434238	0.00616898	0.00649179	0.00546744	0.0066505	0.00693303	0.00677237	0.00940113	0.00624675	0.00768034	0.00715278	0.0080153	0.00763789	0.00939039	0.00637444	0.00492234	0.00561278	0.0077848	0.0056219	0.00776665	0.00684689	0.00607888	0.00639034	0.00574286	0.00876752	0.00769701	0.00767452	0.00658521	0.00798944	0.00659659
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0.0	0.0	2.91618e-05	0.000113177	0.0	0.0	0.000478245	8.63003e-05	0.000113251	0.000108713	0.0	0.0	5.93488e-05	0.0	0.000501105	0.0	0.0	8.08918e-05	0.0	0.0	0.000102277	4.38816e-05	0.000249583	0.0	0.000186353	0.0	3.42995e-05	3.66078e-05	0.0	0.0
PWY-8004: Entner-Doudoroff pathway I	0.00315723	0.00311142	0.0023342	0.00314754	0.00212535	0.00185216	0.00190499	0.00121125	0.000737294	0.00190247	0.00136875	0.000785971	0.00167444	0.00124175	0.00232316	0.00279268	0.00236155	0.00161659	0.00331636	0.00186579	0.0022733	0.00268685	0.00210794	0.00197503	0.00144666	0.00254536	0.00236423	0.00210762	0.00106206	0.0019008
PWY-8011: L-serine biosynthesis II	3.29933e-05	2.90046e-05	3.6846e-05	2.82568e-05	5.79623e-05	2.96214e-05	7.4297e-06	1.18615e-05	7.5011e-05	2.6913e-05	3.49864e-05	6.22739e-05	4.76946e-05	5.68929e-05	4.23857e-05	3.85483e-05	1.61584e-05	2.58063e-05	7.5607e-05	3.50117e-05	4.30465e-05	3.45753e-05	3.11536e-05	0.000217091	4.21739e-05	2.18234e-05	2.38035e-05	4.3773e-05	7.58026e-05	7.48115e-05
PWY-801: homocysteine and cysteine interconversion	0.000165738	0.0	2.34368e-05	7.52011e-05	5.68783e-05	0.000130308	2.64192e-05	0.000112619	0.000119753	0.000108648	0.0002019	2.8171e-05	5.61068e-05	1.24196e-05	5.40334e-05	0.000133017	0.000416874	4.27756e-05	0.000102834	5.32879e-05	4.16595e-05	0.000227938	5.38814e-05	0.000244585	3.26974e-05	3.08745e-05	2.82839e-05	2.735e-05	4.54221e-05	5.18507e-05
PWY-8041: ultra-long-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8055: palmitoyl ethanolamide biosynthesis	5.45378e-06	0.0	7.81934e-06	0.0	0.0	4.42841e-06	0.0	1.53654e-05	7.12444e-06	9.33206e-05	0.0	0.0	2.03679e-05	0.0	0.0	0.0	0.0	0.0	6.3421e-05	0.0	0.0	0.0	4.4551e-05	1.32009e-05	2.56798e-05	0.0	0.0	0.0	2.06548e-05	2.38053e-06
PWY-8067: methylphosphonate biosynthesis	0.0	0.0	5.94219e-06	0.0	0.0	6.20123e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8073: lipid IVA biosynthesis (P. putida)	0.0024476	0.00111737	0.00178233	0.00136267	0.00183478	0.00189106	0.00108795	0.005721	0.000789177	0.00178448	0.000658203	0.00249355	0.00164054	0.00232592	0.000807573	0.000919759	0.00246737	0.00181751	0.00117892	0.0013589	0.00176095	0.00173103	0.00204143	0.00118732	0.00207912	0.001595	0.00169362	0.000946092	0.00190292	0.00122576
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	2.06781e-06	0.0	0.0	0.0	0.0	7.99816e-05	0.0	0.0	7.36953e-05	0.000100587	0.0	5.45732e-05	1.17566e-05	0.0	6.11466e-05	9.88659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.42722e-05	1.9133e-05	0.0	0.0	6.52855e-05	0.0	1.05546e-05
PWY-8112: factor 420 biosynthesis I (archaea)	0.0	0.0	2.35449e-05	0.0	0.0	1.59639e-05	0.0	0.0	0.000304664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63963e-05
PWY-8113: 3PG-factor 420 biosynthesis	0.0	0.0	2.35449e-05	0.0	0.0	1.20258e-05	0.0	0.0	0.000304664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37953e-05
PWY-8125: mevalonate pathway IV (archaea)	0.0	0.0	0.0	0.0	0.0	5.68971e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8131: 5'-deoxyadenosine degradation II	0.000322389	0.000165566	0.000514424	0.00052827	0.000476974	0.000655055	0.000385473	0.000304782	0.000679944	0.000492414	0.000529063	0.000234242	0.000458541	0.000211047	0.000587107	0.000594243	0.00017399	0.000480475	0.00129955	0.000396122	0.000433473	0.000355839	0.000776148	0.000402902	0.000246439	0.000957772	0.000894686	0.000418387	0.00044507	0.000560045
PWY-8134: bile acid 7&beta;-dehydroxylation	5.4133e-06	0.0	0.0	0.0	2.65219e-05	0.0	0.0	1.8317e-05	0.0	0.0	0.0	0.0	1.04076e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15941e-06	0.0	0.0	0.0	0.0	0.0
PWY-8173: anteiso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8174: odd iso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8175: even iso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.00818006	0.0107441	0.0103064	0.00990637	0.0101664	0.0106531	0.0113577	0.00998937	0.010711	0.00955848	0.00892218	0.0115018	0.00954214	0.0118059	0.0100794	0.0093569	0.00776952	0.0104753	0.00920887	0.0110527	0.0100466	0.00971792	0.01005	0.0100914	0.00944953	0.00968805	0.0095698	0.0102641	0.0119661	0.00971854
