sample	LA_RV_373_5965a_S40	LA_RV_355_5908a_S22	291_5865a	285_5792a	284_5789a	234_5779a	229_5764a	223_5732a	218_5723a	216_5714a	213_5692a	198_5605a	195_5610a	185_5554a	179_5504a	161_5469a	150_5340a	149_5373a	128_5318a	100_5150a	093_5162a	085_5110a	056_4978a	051_4967a	043_4947a	032_4883a	026_4858a	010_4671a	008_4655a	007_4640a
Faecalibacterium_prausnitzii|t__SGB15332_group	0.01675	0.1337	1.61345	0.03982	0.03853	0.034	2.48256	0.74692	0.0	0.17993	2.11136	0.0	0.85234	1.02191	0.57977	0.93962	3.41923	0.89005	0.09267	0.40413	1.09034	0.08323	0.0	0.0	0.09319	0.35276	0.0	0.32185	2.76062	0.96319
Faecalibacterium_prausnitzii|t__SGB15342	0.30742	0.53527	0.81319	1.61417	1.71522	0.77748	0.03647	0.56561	0.22352	1.01115	1.05113	2.07513	1.8642	3.89357	2.52569	0.46697	1.283	0.54666	0.21315	0.35847	0.69084	0.15865	1.64167	2.93666	0.0	0.0	4.0836	0.87531	1.54386	0.04172
Flavonifractor_SGB15137|t__SGB15137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavonifractor_plautii|t__SGB15132	0.0	0.0	0.13868	0.03546	0.03337	0.0	0.01729	0.17303	0.04822	0.00692	0.00158	0.02994	0.03966	0.18589	0.00663	0.00547	0.0	9e-05	0.0	0.01978	0.01812	0.0	0.10603	0.19917	0.01849	0.09068	0.07789	0.0571	0.32893	0.00138
Flavonifractor_sp_An100|t__SGB15160	0.0	0.00028	0.0	0.0	0.0	9e-05	0.0	0.00699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00884	0.0	0.0	0.0	0.0	0.00135	0.0	0.0	0.01491	0.0	0.0	0.0	0.0
Flavonifractor_sp_An10|t__SGB15134	0.0	0.0	0.0	0.0	0.0	0.01113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00543	0.0	0.01927	0.0	0.0	0.0	0.0	0.03859	0.0	0.0	0.0	0.0	0.00964	0.0	0.0
Flavonifractor_sp_An135|t__SGB15139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB29848_SGB42690|t__SGB42690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3161_SGB4175|t__SGB4175	0.0	0.0	0.0	0.0	0.0	0.02484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03873	0.0	0.0	0.0	0.0
GGB3189_SGB4212|t__SGB4212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08287	0.0	0.31839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3204_SGB4228|t__SGB4228	0.0	0.21591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3236_SGB4274|t__SGB4274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37985	0.0	0.0	0.0
GGB3341_SGB4420|t__SGB4420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53234	0.0	0.0	0.0	0.0	0.0	0.0	0.09849	0.0	0.0	0.0201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3343_SGB4423|t__SGB4423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB41366_SGB58424|t__SGB58424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB58485_SGB80143|t__SGB80143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00583	0.0	0.0	0.00806	0.0	0.0	0.0	0.0	0.00071
GGB9452_SGB14843|t__SGB14843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9454_SGB14846|t__SGB14846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1139	0.0	0.0	0.0	0.08541
GGB9455_SGB14847|t__SGB14847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9501_SGB14898|t__SGB14898	0.0	0.00706	0.00254	0.0382	0.03407	0.04733	0.0	0.07935	0.0	0.01694	0.0513	0.13329	0.0	0.0	0.0	0.00207	0.0	0.07421	0.01521	0.0	0.02015	0.0	0.2341	0.0	0.0	0.05931	0.23002	0.04979	0.08778	0.01888
GGB9512_SGB14909|t__SGB14909	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.00809	0.0	0.0	0.0	0.16623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1942	0.0	0.0	0.0	0.0	0.0	0.0	0.00655	0.0	0.03192
GGB9582_SGB15000|t__SGB15000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9582_SGB15002|t__SGB15002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03458	0.0	0.0	0.0	0.0	0.0
GGB9589_SGB15011|t__SGB15011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0
GGB9590_SGB15012|t__SGB15012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00702	0.0	0.0	0.0	0.0	0.02161	0.0	0.0	0.0
GGB9593_SGB15015|t__SGB15015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9595_SGB15019|t__SGB15019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9597_SGB15022|t__SGB15022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03137	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9602_SGB15031|t__SGB15031	0.17664	0.03115	0.0	0.0	0.0	1.51762	0.0	0.00135	0.0	0.45652	0.0	0.0	0.0	0.0	0.0	1.82138	0.0	0.49518	0.0	0.01036	0.0	0.31877	0.01084	0.0	0.0	0.22339	0.23662	0.00453	0.00148	0.0
GGB9608_SGB15041|t__SGB15041	0.10042	0.0	0.0	0.0	0.0	0.12791	0.0	0.0	0.0	0.0	0.21801	0.0	0.25448	0.0	0.0	0.04315	0.01762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01187	0.0	0.0	0.0	0.0	0.0
GGB9608_SGB15042|t__SGB15042_group	0.0	0.0	0.0	0.24822	0.235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0751	0.0	0.1405	0.0	0.02243	0.0	0.0	0.11333	0.13291	0.0	0.0	0.0	0.03566
GGB9610_SGB15045|t__SGB15045	0.0	0.0	0.0	0.0	0.0	0.00353	0.0	0.0	0.0	0.00471	0.0	0.0	0.00836	0.0	0.0	0.01135	0.0	0.00662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.02431	0.00141	0.0	0.0
GGB9614_SGB15049|t__SGB15049	0.03267	0.00629	0.14946	0.0	0.0	0.02736	0.0	0.05945	0.02845	0.06352	0.043	0.0	0.0	0.0	0.0	0.01469	0.00729	0.0	0.02238	0.0	0.00524	0.01571	0.0	0.0	0.04224	0.00453	0.09108	0.02711	0.0	0.0
GGB9615_SGB15051|t__SGB15051	0.0	0.0	0.0	0.0	0.0	0.0	0.08046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.0	0.0	0.0	0.0	0.00489	0.03893	0.0	0.0	0.01161	0.0	0.0	0.0	0.0	0.0
GGB9615_SGB15052|t__SGB15052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9615_SGB15053|t__SGB15053_group	0.13836	0.03097	0.0	0.43309	0.40995	0.0	0.0	0.0	0.0	0.1115	0.0	0.0	0.0	0.0	0.00113	0.27331	0.11447	0.002	0.08859	0.22031	0.24857	0.06353	0.0	0.0	0.97479	0.02899	0.0	0.27743	0.0	0.00108
GGB9618_SGB15064|t__SGB15064	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9618_SGB15065|t__SGB15065	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	0.0	0.03058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9619_SGB15067|t__SGB15067	0.04881	0.00309	0.04514	0.00983	0.00844	0.00329	0.00059	0.01021	0.00537	0.00703	0.02019	0.03455	0.02186	0.09789	0.00469	0.00615	0.014	0.00945	0.00146	0.0	0.0	0.0	0.00534	0.00757	0.0	0.00424	0.02548	0.03458	0.00104	0.0
GGB9620_SGB15068|t__SGB15068	0.0	0.0	0.0	0.00397	0.00274	0.00162	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03399	0.0	0.0	0.0	0.0
GGB9621_SGB15072|t__SGB15072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9621_SGB15073|t__SGB15073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00169	0.00472	0.0	0.0	0.0	0.03398	0.0	0.0	0.00204	0.0	0.03333	0.01118	0.0	0.0	0.01242	0.00344	0.0	0.07919	0.0015	0.0	0.00961	0.08245	0.0
GGB9622_SGB15074|t__SGB15074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9623_SGB15075|t__SGB15075	0.0	0.0	0.0	0.0	0.0	0.01374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9623_SGB15076|t__SGB15076	0.0	0.0	0.00019	0.0	0.0	0.0311	0.0	0.0	0.0	0.00546	0.03445	0.00826	0.04355	0.05298	0.0	0.00152	0.0	0.20748	0.0	0.0	0.0	0.0	0.00622	0.03163	0.0	0.03915	0.09376	0.00374	0.02365	0.0001
GGB9627_SGB15081|t__SGB15081	0.00268	9e-05	0.0	0.0	0.0	0.10314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.00586	0.00568	0.00225	0.03298	0.0	0.00146	0.0	0.0	0.19136	0.0	0.23797	0.01418	0.17081	0.00017
GGB9631_SGB15085|t__SGB15085	0.02332	0.0	0.0	0.0	0.0	0.33399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03723	0.0	0.0	0.01529	0.0	0.0	0.0	0.0	0.0
GGB9631_SGB15086|t__SGB15086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.02041	0.0	0.00141	0.0	0.0
GGB9631_SGB15087|t__SGB15087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05774	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9632_SGB15089|t__SGB15089	0.04615	0.01164	0.33401	0.0	0.0	0.01875	0.0	0.00737	0.12314	0.61893	0.00987	0.0	0.0	0.0	0.0025	0.00918	0.00895	0.04524	0.02912	0.9646	0.24089	0.008	0.00476	0.01863	0.24506	0.70164	0.58348	0.10364	0.24785	0.04062
GGB9633_SGB15090|t__SGB15090	0.0	0.0	0.0	0.0	0.0	0.7575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67253	0.0	0.0	0.0	0.10951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9633_SGB15091|t__SGB15091	0.0624	0.0	0.0	1.90403	2.09774	0.0005	0.07772	0.0	0.0	0.0	0.36147	0.0	0.09646	0.0	0.0	0.04249	0.30368	0.0	0.00363	0.0	2.8882	0.02627	0.0	0.0	0.0	0.0	0.71173	0.80655	0.0	0.01488
GGB9634_SGB15093|t__SGB15093	0.12177	0.10146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48545	0.04015	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9634_SGB15095|t__SGB15095_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9634_SGB15097|t__SGB15097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01074	0.0	0.0	0.0	0.0	0.0
GGB9635_SGB15101|t__SGB15101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11072	0.0	0.0	0.0	0.0	0.0	0.20765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9635_SGB15103|t__SGB15103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00697	0.01369	0.0	0.0	0.0	0.0	0.1065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9635_SGB15106|t__SGB15106	0.36793	0.0	0.0	0.0	0.0	0.54321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3719	0.0	1.00404	0.64895	0.0	0.0	0.31191	0.0	0.0	0.0	1.35427	0.0	0.01062	0.0	0.61068
GGB9636_SGB15107|t__SGB15107	0.05126	0.0	0.0	0.0	0.0	0.0	0.0	3.28606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04232	0.0	0.0	0.0	0.0	0.0	0.25317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0613
GGB9636_SGB15108|t__SGB15108	1.29815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9636_SGB15109|t__SGB15109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0
GGB9637_SGB15111|t__SGB15111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00223	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9640_SGB15115|t__SGB15115	0.03442	0.0	0.0	0.0	0.0	0.01221	0.02208	0.01753	0.0	0.0	0.0	0.0	0.0	0.07659	0.0	0.0	0.00984	0.07731	0.01697	0.0	0.0	0.04145	0.0	0.0	0.0	0.0	0.0	0.09745	0.06137	0.0
GGB9642_SGB15119|t__SGB15119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17233	0.0	0.0	0.0	0.0	0.18889	0.0	0.0	0.06818	0.0	0.0	0.17971	0.0	0.0	0.07106	0.0	0.0	0.0	0.0	0.0
GGB9644_SGB15121|t__SGB15121	0.0	0.0	0.15052	0.0	0.0	0.43815	0.0	0.0	0.0	0.0	0.0	0.0	0.08471	0.0	0.0	0.0	0.04669	0.0	0.0	0.0	0.0	0.0	0.11469	0.0	0.0	0.0	0.31503	0.12397	0.0	0.0
GGB9646_SGB15123|t__SGB15123	0.0063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02793	0.0	0.00252	0.0	0.0	0.00263	0.0	0.0	0.0	0.04387	0.03765	5e-05	0.00072	0.0	0.0
GGB9667_SGB15164|t__SGB15164	0.07595	0.00107	0.0	0.0	0.0	0.01165	0.0	0.02209	0.0	0.0078	0.0	0.02372	0.0	0.0	0.0	0.0	0.0	0.01067	0.0	0.00513	0.08837	0.00207	0.04712	0.0	0.02217	0.15129	0.02581	0.01865	0.0	0.0
GGB9668_SGB15165|t__SGB15165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9673_SGB15172|t__SGB15172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9677_SGB15179|t__SGB15179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9677_SGB15180|t__SGB15180	0.0	0.20255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0891	0.0	0.0	0.0	0.06102	0.00829	0.0	1.67229	0.0	0.0	0.0	0.0	0.0
GGB9687_SGB15191|t__SGB15191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9691_SGB15198|t__SGB15198	0.0	0.01061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9694_SGB15201|t__SGB15201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02532	0.0	0.0	0.02593	0.0	0.0	0.0	0.0	0.0	0.0	0.1059	0.0	0.0	0.03822	0.01507	0.00139	0.0	0.00386
GGB9694_SGB15203|t__SGB15203	0.0	0.0	0.0	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.00585	0.0	0.01958	0.0	0.00182	0.01031	0.0	0.01504	0.0	0.0	0.00826	0.0	0.00591	0.0	0.0772
GGB9694_SGB15204|t__SGB15204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.00343
GGB9695_SGB15209|t__SGB15209	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.01048	0.0	0.0005	0.0	0.00076	0.00468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34194	0.0	0.0	0.00455	0.0076	0.0	0.0	0.00402
GGB9695_SGB15210|t__SGB15210	0.0	0.0	0.0	0.0143	0.0136	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.02405	0.0	0.0	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01564	0.0037	0.0	0.0	0.09686
GGB9695_SGB15211|t__SGB15211	0.0	0.0	0.0	0.02868	0.02488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.04328
GGB9697_SGB15213|t__SGB15213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.00157	0.05917	0.0	0.0	0.0	0.0
GGB9699_SGB15216|t__SGB15216	0.10563	0.01929	0.02428	0.0	0.0	0.28069	0.00816	0.35928	0.0	0.43067	0.08996	0.0	0.0	0.0	0.0	0.07726	0.0	0.26128	0.01043	0.41621	0.87189	0.05051	0.0517	0.0	0.08858	0.54933	0.19748	0.20934	0.31348	0.13275
GGB9701_SGB15218|t__SGB15218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.01195	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9705_SGB15224|t__SGB15224	0.08321	0.0	0.0	0.0	0.0	0.0979	0.0	0.46763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1537	0.0	0.02912	0.0	0.0	0.0	0.16455	0.0	0.0	0.02103	0.0	0.0	0.0	0.0	0.0
GGB9705_SGB15225|t__SGB15225	0.04999	0.0	0.0	0.20364	0.20182	0.27438	0.0	0.0	0.0	0.01261	0.01278	0.0	0.0	0.0	0.0	0.03099	0.0	0.01456	0.0	0.0	0.0	0.0353	0.02573	0.0	0.0	0.00186	0.0	0.00121	0.05018	0.0
GGB9707_SGB15229|t__SGB15229	0.10647	0.0	0.0	0.00303	0.00233	0.04692	0.0	0.04316	0.0	0.07228	0.0	0.0	0.00553	0.0	0.0	0.01866	0.02481	0.00681	0.00167	0.0	0.0	0.0304	0.0	0.0	0.03233	0.0453	0.0	0.0	0.01262	0.0
GGB9709_SGB15238|t__SGB15238	0.10993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9710_SGB15239|t__SGB15239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9712_SGB15244|t__SGB15244	0.13546	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36441	0.0	0.0	0.0	0.0	0.0	0.25439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9730_SGB15290|t__SGB15290	0.0	0.0	0.0	0.0	0.0	0.0	0.08284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9730_SGB15291|t__SGB15291	0.33475	0.00844	0.14476	0.0	0.0	0.03002	0.0	0.02294	0.07437	0.1367	0.11534	0.0	0.0	0.0	0.0	0.02579	0.33328	0.03681	0.07883	0.20292	0.0337	0.04716	0.00689	0.0	0.0	0.0	0.0	0.38985	0.19581	0.30043
Gemmiger_SGB15292|t__SGB15292	0.0	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmiger_SGB15295|t__SGB15295_group	0.0	0.0	0.0	0.0	0.0	0.0	0.01798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13867	0.0	0.0	0.0	0.0	0.0339	0.0	0.0	0.0	1.90242	1.82798	0.0	0.0	0.32597
Gemmiger_SGB15299|t__SGB15299	0.02212	0.01271	0.1775	0.0	0.0	0.0	0.0	0.09332	0.05267	0.0	0.0	0.0	0.07415	1.19248	0.0	0.0	0.12212	0.06391	0.11975	0.0	0.0	0.04791	0.0	0.0	0.0	0.0	0.2427	0.0	0.0	0.0
Gemmiger_formicilis|t__SGB15300	0.58041	0.05417	0.72982	2.07258	2.14779	0.30929	1.21293	0.56533	1.46053	1.48652	0.40194	0.0	0.18602	3.43359	0.91215	0.81901	1.32067	1.15909	0.39652	0.37744	0.12542	0.27362	0.0	0.00108	0.0	0.0	0.0	0.88078	2.86192	0.01747
